Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Senegal,,,,,65.9369812,58.07780075,59.87697983,,,,50.40636661,46.19935213,43.54003067,45.66198851,38.8973542,45.55481514,,,,,,,57.83712498,60.50156551,58.45829929
Singapore,,,,,,,,,,,,,,,,,,,0.935797513,0.191481654,1.03248552,0.283716184,,,
Solomon Islands,,,,,,,18.28236008,30.25801086,,,,,,,,,,0.39440069,5.310273246,,22.94790941,,,22.07882652,
Sierra Leone,,,,,,,,,,,,,,41.82251498,,40.79660034,38.15345505,37.59354709,48.39501482,22.21661178,22.47394426,12.64883995,3.836787742,1.52938254,
El Salvador,23.42954063,20.38512993,15.74444008,,,5.665599823,11.18169975,9.582690239,9.595040321,8.974200249,,,,,,12.65581246,16.82661946,20.63685401,17.93729636,20.3328047,20.53605546,20.35267335,20.25483143,20.22634461,35.3896864
San Marino,,,,,,,,,5.399059772,7.159349918,7.538802661,7.276507277,6.418219462,,,,,,4.954949856,4.914529915,5.671077505,7.155963303,8.474576271,9.248554913,5.870841487
"Somalia, Fed. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,2.062469959,1.717689991,2.827090025,,,,0.958280027,0.01229,1.076500058,1.648609996,1.867429972,2.171200037,2.625060081,2.642359972,2.195369959,,
South Sudan,,,,,,,,,,,,50.85810852,,,,63.61639023,,,,,,,,,
Sao Tome and Principe,,,,35.35083008,28.63961983,15.53219032,,15.63799953,15.65976048,16.44846916,17.00312042,,,10.66985989,11.86124039,7.583730221,,,,,,,,,
Suriname,,,,,,,,,,29.18663025,25.16374969,23.90571976,21.77910995,21.52940941,21.97429085,22.54322052,,,,,,,,,
Slovak Republic,,,1.001189947,1.000530005,0.827570021,1.254379988,1.467740059,1.58059001,1.733590007,1.845559955,2.165669918,2.545340061,2.771369934,3.24003005,3.631680012,3.978889942,4.184969902,4.413760185,4.434869766,4.411540031,4.373990059,3.964040041,3.123519897,1.53658998,
Slovenia,0.241750002,1.871420026,1.621979952,2.276799917,2.311889887,2.791009903,2.795160055,3.099459887,2.493000031,2.214590073,2.143039942,2.149790049,2.114569902,2.276799917,2.222059965,2.146080017,2.368079901,1.723359942,1.353909969,1.131929994,0.95905,1.494410038,1.176759958,1.282969952,
Sweden,,,,,0.100369997,,1.094759941,1.226889968,1.147989988,2.186019897,2.379450083,3.930459976,1.95272994,1.055989981,1.250229955,0.921060026,,,,0.805779994,0.599950016,0.505980015,0.520420015,0.416399986,
Eswatini,,,,,,,,,,12.63973999,13.33507555,10.81933544,7.036380434,3.632028112,4.524130359,2.8131001,19.80325388,4.962142385,,1.775162999,,,8.54239996,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,4.149203688,2.935010482,3.696259975
Syrian Arab Republic,44.0552597,42.27830887,40.4885788,27.26568985,24.15790939,19.7476902,21.50551987,18.15842056,16.81625938,13.99374962,13.19999981,13.04477978,12.19513035,45.65623856,,,,,,,48.13608932,49.47018814,49.80603027,49.59951019,48.46073151
Chad,83.87306976,80.9056778,79.35729218,78.87592316,,,,,,,,,,,,70.90424429,69.77511729,72.97502368,68.73837978,69.98039206,,66.70845455,,64.2104852,63.54713098
Togo,,52.51860809,,49.27812958,48.93999863,48.17173004,,51.95486832,,,,,,,44.64524295,20.91099894,,27.84635925,14.27502339,16.41851214,21.47731845,22.9089463,28.41767326,29.2212552,28.21902562
Thailand,,,,,,,0.672770023,6.059130192,,6.77684021,,,,,,,,5.547641388,3.188315498,7.350591533,5.882506185,4.027537074,,,
Tajikistan,26.47031975,27.93450928,23.98784065,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,5.426959991,,3.761709929
Timor-Leste,,,,,,,,,21.2010994,19.74352074,18.34480163,15.16447624,14.9465664,15.19457185,13.05934407,12.23980943,10.62437059,11.28882757,12.56267528,11.2455471,10.77880962,,,,
Tonga,,28.24123001,,,,,,,,,,,,3.613075894,,,,,3.431721195,20.13183681,3.586083854,,,1.371469975,4.525547445
Trinidad and Tobago,,,,,11.80788994,,,,,,,,,,,,,,,,,,,26.87991905,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,
Turkiye,17.57621956,,,,,,,,,3.48458004,2.446820021,2.210920095,1.43482995,1.111570001,0.572899997,0.783230007,1.023790002,0.761309981,,,,,,,
Tuvalu,,,,,,,,,,,,,,,9.661840439,10.97256858,12.37112999,,3.225810051,12.06434316,16.3538874,,,,
Tanzania,,,,,,,,,,,,,60.06777273,60.21427759,,,,54.41477054,51.52885279,49.248363,,48.20894092,,47.28035279,47.83728268
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,0.974420011,0.66742003,2.521840096,,2.3510499,2.275470018,2.03805995,2.452389956,2.50505414,2.258305412,1.855920865,1.525110006,1.276903858,7.61254054,9.133183535,9.679386453,10.09457624,10.57130207,10.68284792,10.74379942,,,
Uruguay,,,,,,,,8.389109612,10.07833958,10.86653996,,15.88107688,15.49108908,,7.485496523,0.885295363,3.045556165,1.811018273,,0.476076454,1.088266443,,1.00756763,1.329667292,
United States,,,,,,,,,,,,,,,,,,,,,,,0.375470012,,
Uzbekistan,,,,,,,,4.348969936,4.640810013,4.949069977,4.714039803,7.795780182,7.202509133,6.700001995,5.59380643,6.134255369,5.633938198,5.141127744,4.224386736,2.237342384,3.950520427,3.254629909,3.176324283,3.055783711,3.0551559
"Venezuela, RB",23.15233994,19.6777401,16.95167923,15.54790974,13.21831989,11.91248989,9.095319748,5.914219856,8.107170105,6.725440025,8.472990036,9.729399681,7.375699997,4.659420013,6.762129784,8.831190109,11.00767994,16.34535027,,,,,,,
British Virgin Islands,9.426230431,,,,,,,,,,,10.11804384,5.436573311,5.431309904,,,,,,,,31.89326557,22.98995018,24.33862434,18.57764877
Viet Nam,,,,,,,,,,,,,,,11.83264077,9.613825797,7.395451086,6.327474343,5.511480717,6.172148415,6.430004461,7.792158795,5.758592485,4.898485106,
Vanuatu,18.80933952,25.82745934,20.15209007,25.25003052,23.48193932,,,,,,,,,,,,,,,,11.89426994,4.962299824,,7.728789288,6.053700734
Samoa,4.222690105,25.54762077,,,,,,,,4.915510178,,,,,2.608288605,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,56.44971848,,55.22529984,50.45737076,,,44.49700928,,,,,,,,
South Africa,22.98735046,24.01815987,21.8669796,19.10040092,16.0605793,13.69396973,,,,,,,,,,,,18.81879998,9.497334153,6.886845873,7.999932476,11.75430346,4.355884387,8.818943631,
Zambia,,,,,,,,,,,,16.09315494,,20.35845754,,,,20.74969335,,,,,,,11.09887981
Zimbabwe,23.63612938,15.86507034,15.11686993,19.81867027,,,,,,,,,11.02165031,10.3395326,10.51721516,20.04372328,23.39533791,23.94193648,25.12529071,23.9989268,24.08977421,11.67750387,16.66683683,12.86671837,11.66654655
